OID_,sci_name,class,family,order_,biome_freshwater,biome_marine,biome_terrestrial,category,criteria,common_name,movementpattern,Range_Areakm2,FW_Width,FW_Length,Hazira_10,Hazira_15,Hazira_20,Hazira_25,Kudankulam_10,Kudankulam_15,Kudankulam_20,Kudankulam_25,Muttom_10,Muttom_15,Muttom_20,Muttom_25,Pipavav_10,Pipavav_15,Pipavav_20,Pipavav_25,Tuticorin_10,Tuticorin_15,Tuticorin_20,Tuticorin_25,Vizhinjam_10,Vizhinjam_15,Vizhinjam_20,Vizhinjam_25,Sens_Score,Sens_Score_1
313,Cratilla metallica,INSECTA,LIBELLULIDAE,ODONATA,true,false,false,LC,,,,6168681.636219027452171,,,0.001710520526401,0.004186884378256,0.008066844984159,0.013024566070358,0.002717162508812,0.005824450048274,0.010365462903015,0.015973967647186,0.002388990436196,0.005309234406577,0.009311675568341,0.014368204303180,0.003350618412103,0.006895528764077,0.011612460152722,0.017585118777162,0.001818166436402,0.004433552226066,0.008557584511527,0.014317849322259,0.002754062549083,0.005863123336720,0.010158707804810,0.015646984935756,,
314,Cremnomys cutchicus,MAMMALIA,MURIDAE,RODENTIA,false,false,true,LC,,Cutch Rock-rat,,534111.801584095112048,,,,,,,,,,,,,,,0.035905844213549,0.075845131470015,0.129571360772399,0.198011821606280,,,,,,,,,,
315,Crenimugil seheli,ACTINOPTERYGII,MUGILIDAE,MUGILIFORMES,true,true,false,LC,,Bluespot Mullet,Unknown,23110029.662569288164377,,,0.001683883500289,0.003536841594697,0.006070606236390,0.009284274287396,0.001428662049195,0.003160101377127,0.005572440821841,0.008664578608016,0.001397277952921,0.003113247148689,0.005510108797022,0.008586725290586,0.001785478406606,0.003685064565848,0.006265517148202,0.009525822681177,0.002017750519992,0.004017904279855,0.006698898873573,0.010059734969017,0.001587253134137,0.003395008018226,0.005883574388686,0.009052033657811,,
316,Crepidomanes intramarginale,POLYPODIOPSIDA,HYMENOPHYLLACEAE,HYMENOPHYLLALES,true,false,true,LC,,,,171543.425314339197939,286.125462664350152,676.397804229793337,,,,,0.079759981479406,0.149977552231281,0.244477255218812,0.374590818613803,0.085907818418937,0.190919452180821,0.312948861827397,0.430926967445580,,,,,0.059490258110768,0.133790074679032,0.248453413100322,0.414130111884766,0.099035769166891,0.207398027811686,0.336773425867838,0.487918471459817,,
317,Crinum viviparum,LILIOPSIDA,AMARYLLIDACEAE,ASPARAGALES,true,false,false,LC,,River Crinum Lily,,3646382.028483657166362,,,0.002893733151699,0.007083063863129,0.013646896602521,0.022034005463588,0.004596696215537,0.009853377340389,0.017535529783019,0.027023586698548,0.004041518776077,0.008981773311299,0.015752809670560,0.024307074063583,0.005668330445703,0.011665349743036,0.019645108256858,0.029749213994597,0.003075840605896,0.007500358433789,0.014477093736830,0.024221887200640,0.004659120996873,0.009918801972911,0.017185756674352,0.026470421333097,,
318,Crocodylus palustris,REPTILIA,CROCODYLIDAE,CROCODYLIA,true,false,true,VU,A2cd,Mugger,,3884489.087948283646256,,,0.001815654874835,0.004295907584561,0.007981737396216,0.013912809560626,0.004459875567978,0.009422206508822,0.016699019469971,0.025781357293403,0.003899433791790,0.008607348538181,0.015080108851382,0.023177499986757,0.004936150302772,0.010426907641834,0.017813151469294,0.027223605470213,0.002656983500471,0.006861038553870,0.013468077930399,0.022719509998739,0.004297198965615,0.009227846564790,0.016038849354379,0.024733145210864,,
319,Crotalaria quinquefolia,MAGNOLIOPSIDA,FABACEAE,FABALES,true,false,true,LC,,,,1204985.961501684505492,,,0.008756663477168,0.021433906785877,0.041296579467194,0.066676628695167,0.013909963274464,0.029817092648189,0.053063888463111,0.081775492853007,0.012229952799202,0.027179550494862,0.047669237581216,0.073555112559164,,,,,0.009307734916549,0.022696672885773,0.043808821109304,0.073297330430557,0.014098865558862,0.030015072717558,0.052005447603019,0.080101571071508,,
320,Cryptocoryne ciliata,LILIOPSIDA,ARACEAE,ALISMATALES,true,false,true,LC,,Water Trumpet,,8850685.745592156425118,,,0.001192185200433,0.002918141884088,0.005622366441017,0.009077760056948,0.001893786645750,0.004059479580072,0.007224439156320,0.011133410869528,0.001665059844680,0.003700388617068,0.006489978712606,0.010014238509667,0.002335287780273,0.004805991635187,0.008093561533478,0.012256338366260,0.001267211403750,0.003090062508860,0.005964398233543,0.009979142489423,0.001919504946833,0.004086433785780,0.007080336607190,0.010905513020103,,
321,Cryptocoryne retrospiralis,LILIOPSIDA,ARACEAE,ALISMATALES,true,false,false,LC,,,,5593720.979228820651770,,,0.001886339450746,0.004617240808582,0.008896010133646,0.014363319485595,0.002996450937216,0.006423126607008,0.011430895623535,0.017615880600526,0.002634547108729,0.005854953600269,0.010268792865098,0.015845065987308,0.003695017743192,0.007604298072237,0.012806067725119,0.019392636792972,0.002005049938935,0.004889262854137,0.009437191204687,0.015789535179237,0.003037143814397,0.006465774998862,0.011202888831235,0.017255288383852,,
322,Cuculus micropterus,AVES,CUCULIDAE,CUCULIFORMES,false,false,true,LC,,Indian Cuckoo,Full Migrant,10507807.379012595862150,,,0.000130427800480,0.000669909959798,0.001503633711149,0.002981760407208,0.001617130681936,0.003408216609672,0.006064476716825,0.009414536215588,0.001486835341075,0.003249739344818,0.005665261705160,0.008676395824914,,,,,0.000871959877160,0.002365279514482,0.004746102414469,0.008114652147121,0.001673865357090,0.003533792376606,0.006090144775941,0.009344336672302,,
323,Cuculus poliocephalus,AVES,CUCULIDAE,CUCULIFORMES,false,false,true,LC,,Lesser Cuckoo,Full Migrant,8849614.242434663698077,,,0.000684299412962,0.001772460356431,0.003346458984574,0.005931876273535,0.001956916060062,0.004134426196224,0.007328338016527,0.011314286786979,0.001710049131219,0.003775449333559,0.006615138116764,0.010168782602417,,,,,0.001167567467197,0.003013344304759,0.005914193363923,0.009975670960168,0.001884663713030,0.004048124633823,0.007037597836336,0.010853163466230,,
324,Culicicapa ceylonensis,AVES,STENOSTIRIDAE,PASSERIFORMES,false,false,true,LC,,Grey-headed Canary-flycatcher,Not a Migrant,6901623.320657404139638,,,0.000877443689647,0.002272739279681,0.004291000785710,0.007606155003782,0.002509257812511,0.005301372626478,0.009396769639734,0.014507756920513,0.002192712416165,0.004841074141768,0.008482268268476,0.013038932895283,0.002777126466816,0.005866985007397,0.010023329050632,0.015318904214094,,,,,0.002416612159506,0.005190712351311,0.009023967717646,0.013916481025376,,
325,Cuon alpinus,MAMMALIA,CANIDAE,CARNIVORA,false,false,true,EN,C2a(i),Dhole,,3443447.112273358739913,,,,,,,0.001560757269439,0.004378856965967,0.009120635163482,0.014944345704423,0.004398879239177,0.009709790910846,0.017011592270280,0.026146109653777,,,,,,,,,0.004847590785169,0.010409763274256,0.018093129724069,0.027901004298803,,
326,Curanga amara,MAGNOLIOPSIDA,SCROPHULARIACEAE,LAMIALES,true,false,true,LC,,,,7922909.698254684917629,,,0.001331790587227,0.003259857522143,0.006280747908432,0.010140769565458,0.002115549855936,0.004534846340831,0.008070424010364,0.012437137950021,0.001860039050567,0.004133705675511,0.007249957940769,0.011186910037608,0.002608750958410,0.005368775270574,0.009041320982265,0.013691560727406,0.001415602390406,0.003451910124153,0.006662831767258,0.011147704258680,0.002144279780858,0.004564956895328,0.007909446992316,0.012182553166883,,
327,Curruca crassirostris,AVES,SYLVIIDAE,PASSERIFORMES,false,false,true,LC,,Eastern Orphean Warbler,Full Migrant,6764338.026033053174615,,,0.000146470496502,0.000146470496502,0.000202128192700,0.000224116094541,,,,,,,,,0.002833489502451,0.005986058117316,0.010226757039673,0.015629808292255,,,,,,,,,,
328,Curruca curruca,AVES,SYLVIIDAE,PASSERIFORMES,true,false,true,LC,,Lesser Whitethroat,Full Migrant,36577419.204296499490738,,,0.000165560773908,0.000428832617381,0.000809649005749,0.001435170055641,0.000473460200668,0.001000291375016,0.001773032813557,0.002737401262068,0.000413732720244,0.000913439792109,0.001600479797845,0.002460255679712,0.000524003092748,0.001107014147795,0.001891255398312,0.002890452876962,0.000275105870338,0.000698608397314,0.001356549469202,0.002310065258829,0.000455979322759,0.000979411401732,0.001702690550613,0.002625836160003,,
329,Curruca nana,AVES,SYLVIIDAE,PASSERIFORMES,false,false,true,LC,,Asian Desert Warbler,Full Migrant,9790208.154754247516394,,,,,,,,,,,,,,,0.001957739864651,0.004135940718414,0.007065962279144,0.010799086689446,,,,,,,,,,
330,Cursorius coromandelicus,AVES,GLAREOLIDAE,CHARADRIIFORMES,false,false,true,LC,,Indian Courser,Not a Migrant,2735626.723404495045543,,,0.001449294800618,0.004963113477868,0.010053330584598,0.018416135456924,,,,,,0.001035001331215,0.003637275184329,0.007554324952605,0.007006226255575,0.014801503689770,0.025287777416877,0.038648066716916,,,,0.000285352771410,0.006097017840272,0.013094933309956,0.022765251656594,0.035108252982331,,15.000000000000000
331,Cyanotis arcotensis,LILIOPSIDA,COMMELINACEAE,COMMELINALES,true,false,true,LC,,,,1057883.544407610082999,,,,,,0.001438840967106,0.012933654652552,0.024319938773999,0.039643745281214,0.060742595398152,0.013930570629227,0.030958962316192,0.050746908759373,0.069877907116261,,,,,0.010602008101091,0.025852724853063,0.049900591332301,0.083489581297750,0.016059362262830,0.033631081873173,0.054610233171331,0.079119489390700,,
332,Cyanotis axillaris,LILIOPSIDA,COMMELINACEAE,COMMELINALES,true,false,true,LC,,,,13244941.678688645362854,,,0.000796655569768,0.001949993997986,0.003757041723791,0.006066044191588,,,,,,,0.000283613358042,0.001110627010212,0.001560512591911,0.003211514455169,0.005408371847396,0.008190069983166,,,,,0.001282673452527,0.002730683315601,0.004731164141130,0.007133262377023,,
333,Cyanotis papilionacea,LILIOPSIDA,COMMELINACEAE,COMMELINALES,true,false,true,LC,,,,88700.496428957238095,503.929709342343585,834.376609522949934,,,,,0.154252805529044,0.290050947467021,0.472809820238973,0.724444560102102,,,0.042349733516726,0.165841123435163,,,,,0.126444499854674,0.308166755352787,0.566561852791879,0.895149402766643,0.191531454225124,0.401099988462301,0.651307144312143,0.943615980045736,,
334,Cyathea crinita,POLYPODIOPSIDA,CYATHEACEAE,CYATHEALES,true,false,false,EN,B1ab(iii)+2ab(iii),,,100705.881347705377266,254.751245168903296,457.459866661126455,,,,,0.166438248158136,0.356773383769027,0.634930550282077,0.978476326943932,0.146336254006703,0.325214141894619,0.570381404860850,0.880116204181238,,,,,0.111370753701033,0.271574726660945,0.524189984936298,0.877031738388968,0.168698539193270,0.359142294115213,0.622265884024029,0.958447186437301,,
335,Cyclosorus interruptus,POLYPODIOPSIDA,THELYPTERIDACEAE,POLYPODIALES,true,false,true,LC,,Hottentot Fern,,105144.096500978092081,1105.167654107774752,8928.761260260800555,,,,,0.130129040824069,0.244689563049075,0.398866576130527,0.611147884234435,,,0.035726612444977,0.139905049038090,,,,,,0.000139123491906,0.024106887825929,0.084855528791272,0.161577640941264,0.338371523254510,0.549448508767928,0.796042846471891,,
336,Cylindrothelphusa steniops,MALACOSTRACA,GECARCINUCIDAE,DECAPODA,true,false,false,LC,,,,8709.900450478568018,61.880770388327697,165.074993611341625,,,,,1.924397479171215,4.125096292218680,7.341213716997975,11.313369359731311,1.691973578418684,3.760201046205502,6.594881584174493,10.176106895182551,,,,,,,0.113437395331337,0.375036270078654,1.950531486338076,4.152486180955390,7.194781919672304,11.081787809652116,,
337,Cynoglossus lingua,ACTINOPTERYGII,CYNOGLOSSIDAE,PLEURONECTIFORMES,true,true,false,LC,,Long Tonguesole,,6673616.416619415394962,,,0.004774301436804,0.009747236613314,0.016375997032636,0.024052318861049,0.002351366285261,0.005458769490577,0.009576865101738,0.014998088696682,0.002568896661160,0.005770796756482,0.010303299003657,0.016244076882539,0.003309773841393,0.006691867168912,0.011328420264701,0.017141015103312,0.005440762076160,0.009920071968711,0.015358361267104,0.021611647192732,0.002995234309850,0.006385334191822,0.011038521931321,0.016949903489216,,
338,Cynoglossus trulla,ACTINOPTERYGII,CYNOGLOSSIDAE,PLEURONECTIFORMES,true,true,false,DD,,,,4202949.076119421049953,,,0.007580835660092,0.015477069028199,0.026002493260068,0.038191279545763,,,,,,,,,0.005255397374122,0.010625625478723,0.017987736360161,0.027217215426915,,,,,,,,,,
339,Cynometra iripa,MAGNOLIOPSIDA,FABACEAE,FABALES,true,true,true,LC,,,,15420831.715997384861112,,,0.000684246917022,0.001674848494088,0.003226920534019,0.005210121154139,,,,,,,,,0.001340323184208,0.002758367540893,0.004645246833289,0.007034445435189,,,,,,,,,,
340,Cynopterus brachyotis,MAMMALIA,PTEROPODIDAE,CHIROPTERA,false,false,true,LC,,Lesser Dog-faced Fruit Bat,,2699375.393437294755131,,,,,,,0.006417461279388,0.013558591093082,0.024030266416037,0.037100583631520,0.005612176410903,0.012387166026319,0.021701450743282,0.033353492685567,,,,,0.003824604527383,0.009875929985831,0.019383069310639,0.032694510444441,0.006182363646916,0.013277950998708,0.023079015409002,0.035589584242134,,10.000000000000000
341,Cynopterus sphinx,MAMMALIA,PTEROPODIDAE,CHIROPTERA,false,false,true,LC,,Greater Shortnosed Fruit Bat,,6455955.604464342817664,,,0.000936764636086,0.002426686344892,0.004587543991380,0.008133129372485,0.002683653878574,0.005669315956579,0.010047787386613,0.015512282745564,0.002346496496280,0.005179622045008,0.009074088227473,0.013946044834521,0.002970549414410,0.006274792190767,0.010719651307390,0.016381842945132,0.001598867860482,0.004129056320238,0.008103961399103,0.013669935760953,0.002585101453169,0.005551920786029,0.009649958895267,0.014880948107237,,10.000000000000000
342,Cyornis pallidipes,AVES,MUSCICAPIDAE,PASSERIFORMES,false,false,true,LC,,White-bellied Blue-flycatcher,Not a Migrant,52749.596813793155889,,,,,,,,,,,,,,0.009993655091006,,,,,,,,,,,,,,
343,Cyornis rubeculoides,AVES,MUSCICAPIDAE,PASSERIFORMES,false,false,true,LC,,Blue-throated Blue-flycatcher,Full Migrant,2137935.243535995949060,,,,,,,,,,,,,,,,,,,0.001031492807412,0.004279364935608,0.010020100161066,0.018659770811940,,,,,,
344,Cyornis tickelliae,AVES,MUSCICAPIDAE,PASSERIFORMES,false,false,true,LC,,Tickell's Blue-flycatcher,Not a Migrant,2366587.648805265780538,,,0.002558868180560,0.006627935551992,0.012513743620087,0.022181649084975,0.007317059652639,0.015459637732837,0.027402946719640,0.042307997469151,0.006394555111678,0.014117909476425,0.024736637378861,0.038025130145509,0.008098867919584,0.017109748954129,0.029230796316115,0.044674156321353,0.004366000005080,0.011268095094732,0.022115525639758,0.037303008765177,0.007047508612432,0.015137551078117,0.026316382609537,0.040584302903258,,
345,Cyperus alulatus,LILIOPSIDA,CYPERACEAE,POALES,true,false,true,LC,,,,663412.616273749968968,,,0.013809446224374,0.028165944287695,0.045958113779907,0.070441235858639,,,,,,,,,,,,,,,,,,,,,,
346,Cyperus amabilis,LILIOPSIDA,CYPERACEAE,POALES,true,false,false,LC,,,,16226120.938319051638246,,,,,,,,,,,,,,,,,,,0.000691212024763,0.001663520703181,0.003134018770523,0.005177643565402,0.000296722033149,0.000800603022962,0.001453891775679,0.002315183041144,,
347,Cyperus arenarius,LILIOPSIDA,CYPERACEAE,POALES,true,false,true,LC,,Dwarf Sedge,,1204985.961503652622923,,,0.008756663477154,0.021433906785842,0.041296579467127,0.066676628695058,0.013909963274441,0.029817092648140,0.053063888463024,0.081775492852873,0.012229952799182,0.027179550494818,0.047669237581139,0.073555112559044,,,,,0.009307734916534,0.022696672885736,0.043808821109233,0.073297330430437,0.014098865558839,0.029525462728096,0.047945046693987,0.071155045021688,,
348,Cyperus castaneus,LILIOPSIDA,CYPERACEAE,POALES,true,false,true,LC,,,,1204985.961542519740760,,,0.008756663476872,0.021433906785150,0.041296579465795,0.066676628692907,0.011354738447302,0.021351006444158,0.034804111508483,0.053327253733359,0.012229952798788,0.027179550493941,0.044551821697054,0.061347343799181,,,,,0.009307734916234,0.022684533310000,0.041705313758194,0.065893046838359,0.014098865558384,0.029525462727144,0.047943518739637,0.069460731111929,,
349,Cyperus clarkei,LILIOPSIDA,CYPERACEAE,POALES,true,false,true,LC,,,,1018695.326248698635027,,,,,,,0.016453703122852,0.035269797679519,0.062767776599311,0.096729923406655,0.014466466128921,0.032149923477944,0.056386596267578,0.087006267474354,,,,,0.011009857038534,0.026847254027232,0.051820218534862,0.086701344267097,0.016677150305666,0.035503982718067,0.061515776767145,0.094749888556800,,
350,Cyperus compactus,LILIOPSIDA,CYPERACEAE,POALES,true,false,true,LC,,,,1204985.961501248646528,,,0.008756663477172,0.021433906785885,0.041296579467209,0.066676628695191,0.013909963274469,0.029817092648200,0.053063888463130,0.081775492853036,0.012229952799207,0.027179550494872,0.047669237581234,0.073531820425778,,,,,0.009307734916552,0.022696672885781,0.043808821109320,0.073297330430583,0.014098865558867,0.029962863709275,0.048979016216631,0.067709631116375,,
351,Cyperus cyperoides,LILIOPSIDA,CYPERACEAE,POALES,true,false,true,LC,,,,1204986.178580791456625,,,0.008756661899649,0.021433902924543,0.041296572027586,0.066676616683325,0.011354736402122,0.021351002598483,0.034804105239678,0.053327244128224,0.012229950595967,0.027179545598447,0.044551813672522,0.061347332749493,,,,,0.009307733239754,0.022696668796952,0.043808813217114,0.073297317225991,0.014098863018942,0.030015067310321,0.052003910281672,0.078330891719539,,
352,Cyperus diffusus,LILIOPSIDA,CYPERACEAE,POALES,true,false,true,LC,,Dwarf Umbrella Grass ,,1204985.961508759530261,,,0.008756663477117,0.021433906785751,0.041296579466952,0.066676628694775,0.013909963274382,0.029817092648014,0.053063888462800,0.081775492852526,0.012229952799130,0.027179550494703,0.047669237580936,0.073555112558732,,,,,0.009307734916494,0.022696672885640,0.043808821109047,0.073297330430126,0.014098865558779,0.030015072717382,0.052005447602713,0.080101571071038,,
353,Cyperus digitatus,LILIOPSIDA,CYPERACEAE,POALES,true,false,true,LC,,Finger Flatsedge,,14529532.190210688859224,,,0.000726221355337,0.001777590388940,0.003424872725740,0.005529730791475,0.001153602900032,0.002472837912708,0.004400777659161,0.006781933485040,0.001014273635238,0.002254097128351,0.003953380007620,0.006100188008130,,,,,0.000771923676619,0.001882316088510,0.003633221891495,0.006078809216162,0.001169269240683,0.002489257106466,0.004312997380980,0.006643109177350,,
354,Cyperus distans,LILIOPSIDA,CYPERACEAE,POALES,true,false,false,LC,,Slender Cyperus,,1148364.852522738045081,,,0.000552315730162,0.002530125522086,0.003857814471886,0.006006659163619,0.011914593516101,0.022403736036936,0.036520157926770,0.055956599485913,0.012832961058058,0.028519661424927,0.046748487284474,0.064372126936436,,,,,0.009766660729107,0.023803013582873,0.043761629842598,0.069141959743072,0.014794022156118,0.031494991490427,0.054568017284672,0.082193077984407,,
355,Cyperus dubius,LILIOPSIDA,CYPERACEAE,POALES,true,false,true,LC,,,,1204985.961496373638511,,,0.008756663477207,0.021433906785971,0.041296579467376,0.066676628695461,0.011354738447737,0.021351006444976,0.034804111509816,0.053327253735402,0.012229952799256,0.027179550494982,0.047669237581426,0.073555112559488,,,,,0.009307734916590,0.022696672885873,0.043808821109497,0.073297330430880,0.014098865558924,0.030015072717690,0.052005447603248,0.080101571071861,,
356,Cyperus esculentus,LILIOPSIDA,CYPERACEAE,POALES,true,false,true,LC,,Yellow Nutsedge,,1204985.961536217480898,,,0.008756663476918,0.021433906785263,0.041296579466011,0.066676628693256,0.013909963274065,0.029817092647335,0.053063888461590,0.081775492850663,0.012229952798852,0.027179550494083,0.047669237579850,0.073555112557056,,,,,0.009307734916282,0.022696672885123,0.043808821108049,0.073297330428456,0.014098865558458,0.030015072716698,0.052005447601528,0.080101571069213,,
357,Cyperus longus,LILIOPSIDA,CYPERACEAE,POALES,true,false,true,LC,,Sweet Cyperus,,19309581.288380976766348,,,0.000546446678568,0.001337551363305,0.002577052178027,0.004160856744537,0.000868030757395,0.001860691721756,0.003311373753051,0.005103079109336,0.000763192179715,0.001696099790933,0.002974728515497,0.004590098392439,,,,,0.000580835479564,0.001416352420682,0.002733824915117,0.004574011878627,0.000879818926045,0.001873046376198,0.003245323311125,0.004998620487616,,
358,Cyperus macrostachyos,LILIOPSIDA,CYPERACEAE,POALES,true,false,false,LC,,,,98806.180122694699094,351.190941379212006,1314.776724276253617,0.006419233809322,0.029406128426647,0.044837059195747,0.079672924911610,,,,,,,,,,,,,,,,,,,,,,
359,Cyperus michelianus,LILIOPSIDA,CYPERACEAE,POALES,true,false,true,LC,,Souchet de Michel,,18984437.199999097734690,,,0.000555805602685,0.001360459438698,0.002621189029297,0.004232119219101,0.000882897411925,0.001892559556828,0.003368087238359,0.005190478908838,0.000776263277000,0.001725148680533,0.003025676319805,0.004668712435177,,,,,0.000590783376387,0.001440610111958,0.002780646793504,0.004652350409649,0.000894887475070,0.001905125807897,0.003300905558752,0.005084231237332,,
360,Cyperus nutans,LILIOPSIDA,CYPERACEAE,POALES,true,false,true,LC,,,,1204985.961536518763751,,,0.008230300523674,0.019022669379089,0.037620039908496,0.060143625328708,0.013909963274062,0.029817092647327,0.053063888461577,0.081775492850643,0.012229952798849,0.027179550494077,0.044551821697276,0.061347343799486,,,,,0.009307734916280,0.022696672885117,0.042988871049598,0.070586486845721,0.014098865558455,0.030015072716690,0.052003919648712,0.078407257161720,,
361,Cyperus pilosus,LILIOPSIDA,CYPERACEAE,POALES,true,false,true,LC,,,,1204985.961510077118874,,,0.008756663477108,0.021433906785727,0.041296579466906,0.066676628694702,0.011354738447607,0.021351006444733,0.034804111509420,0.053327253734795,0.012229952799117,0.027179550494673,0.044551821698254,0.061347343800833,,,,,0.009307734916484,0.022684533310610,0.041705313759317,0.065893046840133,0.014098865558764,0.030015072717349,0.052003919649853,0.078330905830361,,
362,Cyperus polystachyos,LILIOPSIDA,CYPERACEAE,POALES,true,false,false,LC,,Bunchy Flat Sedge,,1365862.590375683968887,,,0.007725269462633,0.018909337556433,0.036432507095989,0.058823195030063,0.012271593488861,0.026305119055922,0.046813816493175,0.072143656014220,0.010789461206938,0.023978236915638,0.042054568655442,0.064891504207674,,,,,0.008211433556238,0.020023370134642,0.038648847108501,0.064664084664679,0.012438246124638,0.026479780259712,0.045880042930243,0.070666895275936,,
363,Cyperus tenuispica,LILIOPSIDA,CYPERACEAE,POALES,true,false,false,LC,,,,4064291.840328759979457,,,0.002596185749970,0.006354749558296,0.012243657805829,0.019768364254924,0.004124042054366,0.008840206231587,0.015732443233104,0.024244893022934,0.003625950598979,0.008058224673055,0.014133030879054,0.021807705133522,0.005085485757599,0.010465863016260,0.017625104817677,0.026690258360639,0.002759568049846,0.006729135917056,0.012988490123382,0.021731277588872,0.004180048022869,0.008898903592313,0.015418635458565,0.023748606750540,,
364,Cyperus tuberosus,LILIOPSIDA,CYPERACEAE,POALES,true,false,true,LC,,Nut Grass,,1204986.049458415480331,,,0.008756662837985,0.021433905221331,0.041296576452792,0.066676623828174,0.011354737618859,0.021351004886386,0.034804108969172,0.053327249842598,0.012229951906489,0.027179548510919,0.044551818446549,0.061347339323273,,,,,0.009307734237140,0.022684531654934,0.041705310715370,0.065893042030796,0.014098864529730,0.029525460572963,0.047943515241674,0.069460726044067,,
365,Cypsiurus balasiensis,AVES,APODIDAE,CAPRIMULGIFORMES,true,false,true,LC,,Asian Palm-swift,Not a Migrant,6866590.570699771866202,,,0.000881920331303,0.002284334598506,0.004312893099813,0.007644960947378,0.002522406827341,0.005329018770045,0.009445204368327,0.014582438272606,0.002203731098594,0.004865992104123,0.008526043132029,0.013105970348347,0.002791295125354,0.005896917856408,0.010074467206716,0.015397059935690,0.001504833286123,0.003883783407507,0.007622370938792,0.012856740502804,0.002428941505294,0.005217194915843,0.009070007218825,0.013987481705413,,10.000000000000000
366,Cyrtodactylus varadgirii,REPTILIA,GEKKONIDAE,SQUAMATA,false,false,true,LC,,Giri’s Geckoella,,249876.776833169744350,,,0.024248003315728,0.062805066155853,0.118592523344278,0.210199333233735,,,,,,,,,,,0.028315509072533,0.098012429088499,,,,,,,,,,
367,Daboia russelii,REPTILIA,VIPERIDAE,SQUAMATA,false,false,true,LC,,Western Russel’s Viper,,3220570.769089907407761,,,0.002189950791959,0.005181505754442,0.009627166673456,0.016780925030125,0.005379275660329,0.011364587505470,0.020141510162535,0.031096165342096,0.004703299192489,0.010381747149838,0.018188862287456,0.027955524732564,0.005953734093205,0.012576407045980,0.021485319630311,0.032835731865177,0.003204718728064,0.008275436668251,0.016244512401981,0.027403120461383,0.005183063370385,0.011130160370195,0.019345246410426,0.029831865034935,,
368,Delichon urbicum,AVES,HIRUNDINIDAE,PASSERIFORMES,true,false,true,LC,,Northern House Martin,Full Migrant,38133686.994179055094719,,,,,,,,,,,,0.000057403787118,0.000221682153568,0.000470991433759,,,,,,,,,0.000430960010464,0.000928197118452,0.001617794465101,0.002497712184347,,
369,Dendrelaphis ashoki,REPTILIA,COLUBRIDAE,SQUAMATA,false,false,true,LC,,,,113378.245535433336045,,,,,,,0.120059761947515,0.239055688634543,0.388942757380392,0.574944500111514,0.086781983121561,0.229794334425828,0.430998298099775,0.678304010079094,,,,,,,,,0.112010327128085,0.267291359133768,0.486923609284610,0.769750473049300,,
370,Dendrelaphis grandoculis,REPTILIA,COLUBRIDAE,SQUAMATA,false,false,true,LC,,Southern Bronzeback,,24117.158196889806277,,,,,,,,,0.000330041857026,0.106592783512932,,,,0.330808383006089,,,,,,,,,,,,0.180972701950006,,
371,Dendrelaphis tristis,REPTILIA,COLUBRIDAE,SQUAMATA,false,false,true,LC,,Daudin's Bronzeback,,2301012.905910194851458,,,0.001265106411380,0.005170704366841,0.011363301465622,0.021373687316528,0.007529005102513,0.015906237731326,0.028189868233028,0.043522351659767,0.006582887010373,0.014530623184085,0.025457709572236,0.039127440609093,0.005717012274090,0.013937091111481,0.025680970449791,0.040934602757395,0.004485426158614,0.011582564095222,0.022736335678771,0.038354278033314,0.006817834510985,0.015117111233096,0.026612656817902,0.041290060107669,,
372,Dendrocitta leucogastra,AVES,CORVIDAE,PASSERIFORMES,false,false,true,LC,,White-bellied Treepie,Not a Migrant,69368.225578549259808,,,,,,,,,0.011432265187177,0.091024003514084,0.003323639750287,0.063381162635357,0.245093955674761,0.562861552210720,,,,,,,,,0.236938612275566,0.510280315691113,0.889389440869958,1.361495101865941,10.000000000000000,10.000000000000000
373,Dendrocitta vagabunda,AVES,CORVIDAE,PASSERIFORMES,false,false,true,LC,,Rufous Treepie,Not a Migrant,4360767.401094279251993,,,0.001615899481006,0.003824181578550,0.007104743652195,0.012385621338489,0.003971433129066,0.008390659210378,0.014872278867785,0.022961471649300,0.003471032458466,0.007663291649376,0.013426404268473,0.020638082592061,0.004394954791245,0.009285307167300,0.015863356352015,0.024244533557327,0.002369144402903,0.006115121584966,0.012001829837824,0.020244432354726,0.003824632751735,0.008214674267982,0.014281124459396,0.022024327033429,10.000000000000000,10.000000000000000
374,Dendrocygna bicolor,AVES,ANATIDAE,ANSERIFORMES,true,false,true,LC,,Fulvous Whistling-duck,Full Migrant,18682277.898752421140671,,,,,,,0.000805828786271,0.001723068967233,0.003108021935064,0.004963349118990,0.000956003602122,0.002004292710797,0.003418058508261,0.005084344233572,,,,,0.000221409848739,0.000883561750809,0.002047006722595,0.003795866292641,0.001171324770949,0.002321138385101,0.003864341401886,0.005806796410639,15.000000000000000,10.000000000000000
375,Dendrocygna javanica,AVES,ANATIDAE,ANSERIFORMES,true,true,true,LC,,Lesser Whistling-duck,Not a Migrant,7163147.137734668329358,,,0.000845408549426,0.002189762420458,0.004134337955395,0.007328457135565,0.002417982186482,0.005108137833565,0.009054053577113,0.013978470544721,0.002112241939142,0.004664573205879,0.008173400605058,0.012563645519019,0.002675734620447,0.005652783583866,0.009657381063980,0.014759616763135,0.001442371062377,0.003723172365844,0.007307059608921,0.012325184200721,0.002327868095107,0.005000497570539,0.008693619842972,0.013407432422791,15.000000000000000,10.000000000000000
