OID_,sci_name,class,family,order_,biome_freshwater,biome_marine,biome_terrestrial,category,criteria,common_name,movementpattern,Range_Areakm2,FW_Width,FW_Length,Igola_Luhololo,Luisenga,Mwenga,Sens_Score,Sens_Score_1
273,Ciconia ciconia,AVES,CICONIIDAE,CICONIIFORMES,true,false,true,LC,,White Stork,Full Migrant,30530811.111246999353170,,,0.001798133309960,0.001264746621060,0.001411101779914,15.000000000000000,20.000000000000000
274,Ciconia microscelis,AVES,CICONIIDAE,CICONIIFORMES,true,true,true,LC,,African Woollyneck,Not a Migrant,14444500.104828819632530,,,0.003800648554177,0.002673248635186,0.002982594176928,15.000000000000000,20.000000000000000
275,Cinnyricinclus leucogaster,AVES,STURNIDAE,PASSERIFORMES,true,false,true,LC,,Violet-backed Starling,Full Migrant,12754724.442491734400392,,,0.004304167344951,0.003027406853459,0.003377735214551,,
276,Cinnyris bifasciatus,AVES,NECTARINIIDAE,PASSERIFORMES,true,false,true,LC,,Purple-banded Sunbird,Not a Migrant,1927853.977640638826415,,,,0.017652081132184,0.022329660476377,,
277,Cinnyris cupreus,AVES,NECTARINIIDAE,PASSERIFORMES,true,false,true,LC,,Copper Sunbird,Not a Migrant,7847889.458400861360133,,,0.006941708084857,,0.001777542141025,,
278,Cinnyris fuelleborni,AVES,NECTARINIIDAE,PASSERIFORMES,false,false,true,LC,,Forest Double-collared Sunbird,Not a Migrant,244076.831597148062428,,,0.224922898580709,0.158203217972397,0.176510329224574,,
279,Cinnyris gertrudis,AVES,NECTARINIIDAE,PASSERIFORMES,true,false,true,LC,,Western Miombo Sunbird,Not a Migrant,711925.089344624662772,,,,0.024142266883232,0.051731496980911,,
280,Cinnyris moreaui,AVES,NECTARINIIDAE,PASSERIFORMES,false,false,true,NT,,Moreau's Sunbird,Not a Migrant,29656.259461170517170,,,,0.967798577694140,0.899820725529712,,
281,Cinnyris rufipennis,AVES,NECTARINIIDAE,PASSERIFORMES,false,false,true,VU,"B1ab(ii,iii,v); C2a(ii)",Rufous-winged Sunbird,Altitudinal Migrant,4406.464277118157952,,,,,7.048588565110892,,
282,Cinnyris shelleyi,AVES,NECTARINIIDAE,PASSERIFORMES,false,false,true,LC,,Shelley's Sunbird,Not a Migrant,416200.709304574236739,,,,,0.030459154360654,,
283,Cinnyris venustus,AVES,NECTARINIIDAE,PASSERIFORMES,true,false,true,LC,,Variable Sunbird,Not a Migrant,5912152.253595856018364,,,0.009285699367068,0.006531249287041,0.007287038637258,,
284,Circaetus cinereus,AVES,ACCIPITRIDAE,ACCIPITRIFORMES,false,false,true,LC,,Brown Snake-eagle,Full Migrant,11540290.667189020663500,,,0.004757113145799,0.003345993727954,0.003733188629624,,10.000000000000000
285,Circaetus fasciolatus,AVES,ACCIPITRIDAE,ACCIPITRIFORMES,false,false,true,NT,,Southern Banded Snake-eagle,Not a Migrant,734691.789119463181123,,,,0.000196155217591,0.052405919942754,,20.000000000000000
286,Circaetus pectoralis,AVES,ACCIPITRIDAE,ACCIPITRIFORMES,false,false,true,LC,,Black-chested Snake-eagle,Nomadic,10113354.741832399740815,,,0.005428314327010,0.003818094111883,0.004259919977206,,10.000000000000000
287,Circus aeruginosus,AVES,ACCIPITRIDAE,ACCIPITRIFORMES,true,false,true,LC,,Western Marsh-harrier,Full Migrant,38082477.412171028554440,,,0.001441567675471,0.001013950320859,0.001131283593633,,15.000000000000000
288,Circus macrourus,AVES,ACCIPITRIDAE,ACCIPITRIFORMES,true,false,true,NT,,Pallid Harrier,Full Migrant,46921797.130977958440781,,,0.001169999271042,0.000822938219595,0.000918167771389,,30.000000000000000
289,Circus pygargus,AVES,ACCIPITRIDAE,ACCIPITRIFORMES,true,false,true,LC,,Montagu's Harrier,Full Migrant,30388299.089928351342678,,,0.001806566016636,0.001270677903916,0.001417719424632,,15.000000000000000
290,Circus ranivorus,AVES,ACCIPITRIDAE,ACCIPITRIFORMES,true,false,true,LC,,African Marsh-harrier,Not a Migrant,4426499.434800580143929,,,0.012402230983612,0.008723313028710,0.009732765707050,,15.000000000000000
291,Cisticola angusticauda,AVES,CISTICOLIDAE,PASSERIFORMES,false,false,true,LC,,Tabora Cisticola,Not a Migrant,923116.015770082361996,,,,0.014482589869354,0.038127529313854,,
292,Cisticola ayresii,AVES,CISTICOLIDAE,PASSERIFORMES,false,false,true,LC,,Wing-snapping Cisticola,Not a Migrant,1259023.631146288244054,,,0.043504631436715,0.028169192073738,0.029794065459578,,
293,Cisticola brachypterus,AVES,CISTICOLIDAE,PASSERIFORMES,true,false,true,LC,,Short-winged Cisticola,Not a Migrant,7673847.527488902211189,,,0.007153969145539,0.005031861794602,0.005614143589246,,
294,Cisticola cantans,AVES,CISTICOLIDAE,PASSERIFORMES,false,false,true,LC,,Singing Cisticola,Not a Migrant,5670819.811450017616153,,,0.009680869832679,0.006809198929793,0.007597152322547,,
295,Cisticola chiniana,AVES,CISTICOLIDAE,PASSERIFORMES,false,false,true,LC,,Rattling Cisticola,Not a Migrant,6716033.977243995293975,,,,0.003923198004822,0.006414809997579,,
296,Cisticola cinnamomeus,AVES,CISTICOLIDAE,PASSERIFORMES,false,false,true,LC,,Pale-crowned Cisticola,Not a Migrant,1130619.752716055838391,,,0.000422133542447,0.015818158201609,0.032393614658213,,
297,Cisticola erythrops,AVES,CISTICOLIDAE,PASSERIFORMES,true,false,true,LC,,Red-faced Cisticola,Not a Migrant,6407541.110034191049635,,,0.008567790279684,,,,
298,Cisticola fulvicapilla,AVES,CISTICOLIDAE,PASSERIFORMES,false,false,true,LC,,Neddicky,Not a Migrant,4604429.395330238156021,,,0.011922968890543,0.008386216157498,0.009356660337760,,
299,Cisticola juncidis,AVES,CISTICOLIDAE,PASSERIFORMES,true,true,true,LC,,Zitting Cisticola,Not a Migrant,18927856.557219963520765,,,0.000801583859876,,,,
300,Cisticola lais,AVES,CISTICOLIDAE,PASSERIFORMES,false,false,true,LC,,Wailing Cisticola,Altitudinal Migrant,882045.251641780952923,,,0.062239968229568,0.043777504747407,0.048843391902075,,
301,Cisticola marginatus,AVES,CISTICOLIDAE,PASSERIFORMES,true,false,true,LC,,Winding Cisticola,Not a Migrant,5523353.423352411948144,,,0.009939336528262,0.006990995728776,0.007799986457349,,
302,Cisticola natalensis,AVES,CISTICOLIDAE,PASSERIFORMES,true,false,true,LC,,Croaking Cisticola,Not a Migrant,7970310.643142238259315,,,0.006887870610973,0.004844697016220,0.005405320298070,,
303,Cisticola nigriloris,AVES,CISTICOLIDAE,PASSERIFORMES,true,false,true,LC,,Black-lored Cisticola,Not a Migrant,71914.156382258312078,422.382915968031739,601.965477333503486,0.763388895886012,0.492169710279208,0.527713622458357,,
304,Cisticola njombe,AVES,CISTICOLIDAE,PASSERIFORMES,true,false,true,LC,,Churring Cisticola,Not a Migrant,33269.181901972442574,396.027426291913400,444.928834393944157,0.387374986878270,0.268062809132844,1.092699612200792,,
305,Citharinus congicus,ACTINOPTERYGII,CITHARINIDAE,CHARACIFORMES,true,false,false,LC,,,,637722.662473093718290,,,,0.060549424480904,0.067556140680701,,
306,Civettictis civetta,MAMMALIA,VIVERRIDAE,CARNIVORA,false,false,true,LC,,African Civet,,15258990.763869345188141,,,0.003597778469675,0.002530556626498,0.002823389997936,,
307,Cladium mariscus,LILIOPSIDA,CYPERACEAE,POALES,true,false,false,LC,,Great Fen-Sedge,,14353734.193910621106625,,,0.003824681974570,0.002690152936478,0.003001454626322,,
308,Clamator glandarius,AVES,CUCULIDAE,CUCULIFORMES,true,false,true,LC,,Great Spotted Cuckoo,Full Migrant,15294079.378756912425160,,,0.003589524225661,0.002524750868288,0.002816912403446,,
309,Clamator jacobinus,AVES,CUCULIDAE,CUCULIFORMES,false,false,true,LC,,Jacobin Cuckoo,Full Migrant,18573405.741114821285009,,,0.002955756698821,0.002078980060490,0.002319557463063,,
310,Clamator levaillantii,AVES,CUCULIDAE,CUCULIFORMES,true,false,true,LC,,Levaillant's Cuckoo,Full Migrant,14092846.394252855330706,,,0.003895484766059,0.002739953243720,0.003057017773136,,
311,Clanga pomarina,AVES,ACCIPITRIDAE,ACCIPITRIFORMES,false,false,true,LC,,Lesser Spotted Eagle,Full Migrant,12328646.619652725756168,,,0.004452919297055,0.003132033984138,0.003494469687583,,10.000000000000000
312,Clarias gariepinus,ACTINOPTERYGII,CLARIIDAE,SILURIFORMES,true,false,false,LC,,African Catfish,Not a Migrant,9882338.006240531802177,,,0.005555210553165,,,,
313,Clarias ngamensis,ACTINOPTERYGII,CLARIIDAE,SILURIFORMES,true,false,false,LC,,Blunt-toothed African Catfish,Full Migrant,1004466.027462177327834,,,0.054654380418339,,,,
314,Clarias theodorae,ACTINOPTERYGII,CLARIIDAE,SILURIFORMES,true,false,false,LC,,Snake Catfish,,1986100.316671730251983,,,0.027641337107389,,,,
315,Cnemaspis uzungwae,REPTILIA,GEKKONIDAE,SQUAMATA,false,false,true,DD,,Tanzania Gecko,,3150.045114546653622,,,,,1.247572799812229,,
316,Coccopygia quartinia,AVES,ESTRILDIDAE,PASSERIFORMES,false,false,true,LC,,Yellow-bellied Waxbill,Not a Migrant,676731.438323885900900,,,0.081122976309771,0.057059178877242,0.063662007498881,,
317,Coelatura mossambicensis,BIVALVIA,UNIONIDAE,UNIONIDA,true,false,false,LC,,,,1801751.100486675044522,,,0.030469507372243,0.021431228864378,0.023911228298774,,
318,Colius striatus,AVES,COLIIDAE,COLIIFORMES,true,false,true,LC,,Speckled Mousebird,Not a Migrant,8057078.255314731970429,,,0.006813694331815,0.004792523910973,0.005347109775542,10.000000000000000,
319,Colobus angolensis,MAMMALIA,CERCOPITHECIDAE,PRIMATES,false,false,true,VU,A2cd,Angolan Colobus,Not a Migrant,2124837.337000139523298,,,,0.011840211606641,0.018975688263499,,
320,Colobus angolensis ssp. sharpei,MAMMALIA,CERCOPITHECIDAE,PRIMATES,false,false,true,VU,A2cd+4cd,Sharpe's Angola Colobus,,34953.102077669733262,,,,0.719779424552042,1.153552861430176,,
321,Columba arquatrix,AVES,COLUMBIDAE,COLUMBIFORMES,true,false,true,LC,,African Olive-pigeon,Not a Migrant,1486942.557882866356522,,,0.036874671790474,0.016036740092864,0.026509389050209,10.000000000000000,10.000000000000000
322,Columba guinea,AVES,COLUMBIDAE,COLUMBIFORMES,true,false,true,LC,,Speckled Pigeon,Not a Migrant,10557370.160154912620783,,,0.005200013602480,0.003657515044505,0.004076242737248,10.000000000000000,10.000000000000000
323,Conyza clarenceana,MAGNOLIOPSIDA,ASTERACEAE,ASTERALES,false,false,true,LC,,,,9153204.292496394366026,,,0.005997732235063,0.004218603557536,0.004706775957860,,
324,Copelatus peridinus,INSECTA,DYTISCIDAE,COLEOPTERA,true,false,false,LC,,,,4262698.130937931127846,,,0.012878807448452,0.009058520919162,0.010106763504697,,
325,Copelatus pulchellus,INSECTA,DYTISCIDAE,COLEOPTERA,true,false,false,LC,,,,20938632.902597028762102,,,0.002621874536633,0.001844138553400,0.002057540341899,,
326,Copris serius,INSECTA,SCARABAEIDAE,COLEOPTERA,false,false,true,DD,,,,18524.417629228068108,,,2.963573243598582,,,,
327,Coracias caudatus,AVES,CORACIIDAE,CORACIIFORMES,true,false,true,LC,,Lilac-breasted Roller,Not a Migrant,8820855.218094686046243,,,0.006223712676591,0.004377550615723,0.004884116203713,10.000000000000000,
328,Coracias garrulus,AVES,CORACIIDAE,CORACIIFORMES,false,false,true,LC,,European Roller,Full Migrant,34106964.213083595037460,,,0.001609597034091,0.001132136532291,0.001263146190090,10.000000000000000,
329,Coracias naevius,AVES,CORACIIDAE,CORACIIFORMES,true,false,true,LC,,Purple Roller,Full Migrant,9355484.827104989439249,,,,,0.000728144958110,10.000000000000000,
330,Coracias spatulatus,AVES,CORACIIDAE,CORACIIFORMES,false,false,true,LC,,Racquet-tailed Roller,Not a Migrant,2915905.128177496138960,,,0.018827247810198,0.013242454227347,0.014774857208139,10.000000000000000,
331,Corbicula africana,BIVALVIA,CYRENIDAE,VENERIDA,true,false,false,LC,,,,8711665.851877838373184,,,0.006301718795538,0.004432417501740,0.004945332228510,,
332,Cordylus tropidosternum,REPTILIA,CORDYLIDAE,SQUAMATA,false,false,true,LC,,Tropical Girdled Lizard,,1787389.755009610671550,,,0.030714324217961,0.021603424817084,0.024103350587389,,
333,Corvus albicollis,AVES,CORVIDAE,PASSERIFORMES,true,false,true,LC,,White-necked Raven,Not a Migrant,1615629.940457288874313,,,0.008744166320031,0.023900114267656,0.026665810543911,10.000000000000000,15.000000000000000
334,Corvus albus,AVES,CORVIDAE,PASSERIFORMES,true,false,true,LC,,Pied Crow,Not a Migrant,19544580.382978979498148,,,0.002808884476591,0.001975675068716,0.002204298125470,10.000000000000000,15.000000000000000
335,Coryphosima stenoptera,INSECTA,ACRIDIDAE,ORTHOPTERA,false,false,true,LC,,African Common Grasshopper,Not a Migrant,15195375.047939278185368,,,0.003612840635129,0.002541150848160,0.002835210171870,,
336,Corythaixoides concolor,AVES,MUSOPHAGIDAE,MUSOPHAGIFORMES,true,false,true,LC,,Grey Go-away-bird,Not a Migrant,3808511.656889404635876,,,0.014414677802001,,,,
337,Corythornis cristatus,AVES,ALCEDINIDAE,CORACIIFORMES,true,true,true,LC,,Malachite Kingfisher,Not a Migrant,14363369.645787866786122,,,0.003822116243825,0.002688348287583,0.002999441145340,,
338,Cossypha heuglini,AVES,MUSCICAPIDAE,PASSERIFORMES,false,false,true,LC,,White-browed Robin-chat,Not a Migrant,6366812.926456295885146,,,0.008622598005213,0.006064846044199,0.006766663697983,,
339,Cossypha natalensis,AVES,MUSCICAPIDAE,PASSERIFORMES,false,false,true,LC,,Red-capped Robin-chat,Not a Migrant,3643783.868382973130792,,,0.015066335002901,0.010597154382900,0.011823446026842,,
340,Coturnix coturnix,AVES,PHASIANIDAE,GALLIFORMES,false,false,true,LC,,Common Quail,Full Migrant,34455857.826381057500839,,,0.001593298553641,0.001120672728154,0.001250355806504,10.000000000000000,10.000000000000000
341,Coturnix delegorguei,AVES,PHASIANIDAE,GALLIFORMES,false,false,true,LC,,Harlequin Quail,Not a Migrant,9152306.226485934108496,,,0.005998320759893,0.004219017506148,0.004707237808174,10.000000000000000,10.000000000000000
342,Crassocephalum picridifolium,MAGNOLIOPSIDA,ASTERACEAE,ASTERALES,true,false,true,LC,,,,10818090.651339506730437,,,,0.003569367408015,0.003982410879130,,
343,Crenigomphus hartmanni,INSECTA,GOMPHIDAE,ODONATA,true,false,true,LC,,Clubbed Talontail,,4907246.254813474602997,,,0.011187225092969,0.007868718663405,0.008779278573812,,
344,Crex crex,AVES,RALLIDAE,GRUIFORMES,true,false,true,LC,,Corncrake,Full Migrant,22046061.816025789827108,,,0.002490171210503,0.001751502854043,0.001954184936104,10.000000000000000,10.000000000000000
345,Crex egregia,AVES,RALLIDAE,GRUIFORMES,true,false,true,LC,,African Crake,Full Migrant,11681217.442967578768730,,,0.004699721472292,0.003305626350995,0.003688149981939,10.000000000000000,10.000000000000000
346,Cricetomys ansorgei,MAMMALIA,NESOMYIDAE,RODENTIA,false,false,true,LC,,East African Savannah Pouched Rat,,5710797.636598111130297,,,0.009613099943764,0.006761531864431,0.007543969274136,,
347,Criniferoides leucogaster,AVES,MUSOPHAGIDAE,MUSOPHAGIFORMES,false,false,true,LC,,White-bellied Go-away-bird,Not a Migrant,2293622.036912078503519,,,,0.000821802978856,0.010494102005593,,
348,Crithagra hyposticta,AVES,FRINGILLIDAE,PASSERIFORMES,false,false,true,LC,,East African Citril,Not a Migrant,160634.219219536957098,,,0.305505308763456,0.240383029087984,0.267774713831480,,
349,Crithagra melanochroa,AVES,FRINGILLIDAE,PASSERIFORMES,false,false,true,LC,,Kipengere Seedeater,Not a Migrant,41355.807913425429433,,,1.327466955890478,0.905303614600638,0.786855876599786,,
350,Crithagra mozambica,AVES,FRINGILLIDAE,PASSERIFORMES,false,false,true,LC,,Yellow-fronted Canary,Not a Migrant,9549233.094065435230732,,,0.005748992395352,0.004043648302519,0.004511575063350,,
351,Crithagra reichardi,AVES,FRINGILLIDAE,PASSERIFORMES,false,false,true,LC,,Reichard's Seedeater,Not a Migrant,580345.469032842433080,,,0.013729590204938,0.066535782997541,0.074235234356358,,
352,Crithagra striolata,AVES,FRINGILLIDAE,PASSERIFORMES,true,false,true,LC,,Streaky Seedeater,Not a Migrant,867600.148290897603147,,,0.052911515550435,0.018997860579708,0.043702412274720,,
353,Crithagra sulphurata,AVES,FRINGILLIDAE,PASSERIFORMES,false,false,true,LC,,Brimstone Canary,Not a Migrant,1869234.734616944100708,,,0.029369488712436,0.018950738745709,0.023047978460625,,
354,Crocidura desperata,MAMMALIA,SORICIDAE,EULIPOTYPHLA,false,false,true,VU,B2ab(iii),Desperate Shrew,,16890.381861266512715,,,,0.853188327176397,2.145516672131500,,
355,Crocidura elgonius,MAMMALIA,SORICIDAE,EULIPOTYPHLA,false,false,true,LC,,Elgon Shrew,,83846.900253433370381,,,,,0.137375394822071,,
356,Crocidura fuscomurina,MAMMALIA,SORICIDAE,EULIPOTYPHLA,false,false,true,LC,,Bicolored Musk Shrew,,9828901.021559054031968,,,0.005585412684369,0.003928591823896,0.004383204369116,,
357,Crocidura hildegardeae,MAMMALIA,SORICIDAE,EULIPOTYPHLA,false,false,true,LC,,Hildegarde's Shrew,,2340412.520127119496465,,,,0.016498689807504,0.018407900970793,,
358,Crocidura hirta,MAMMALIA,SORICIDAE,EULIPOTYPHLA,false,false,true,LC,,Lesser Red Musk Shrew,,4044027.598452075850219,,,0.013575196287048,0.009548337455945,0.010653261099849,,
359,Crocidura luna,MAMMALIA,SORICIDAE,EULIPOTYPHLA,false,false,true,LC,,Greater Gray-brown Musk Shrew,,1833111.733968471409753,,,0.025755316020964,0.021064586230967,0.023502158162523,,
360,Crocidura munissii,MAMMALIA,SORICIDAE,EULIPOTYPHLA,false,false,true,LC,,Munissi’s Shrew,,30465.110887644266768,,,,0.223487347865051,1.277842230377444,,
361,Crocidura nigrofusca,MAMMALIA,SORICIDAE,EULIPOTYPHLA,false,false,true,LC,,African Black Shrew,,3814650.818323937710375,,,0.014391479339477,0.010122483558834,0.011293846790473,,
362,Crocidura olivieri,MAMMALIA,SORICIDAE,EULIPOTYPHLA,false,false,true,LC,,Olivier's Shrew,,15835100.111541453748941,,,0.003466884835115,0.002438490437015,0.002720670005105,,
363,Crocidura turba,MAMMALIA,SORICIDAE,EULIPOTYPHLA,false,false,true,LC,,Tumultuous Shrew,,4877906.400391767732799,,,0.011254514525907,0.007916047792158,0.008832084579943,,
364,Crocothemis divisa,INSECTA,LIBELLULIDAE,ODONATA,true,false,true,LC,,Divisa Scarlet,,11496192.777849197387695,,,0.004775360808580,0.003358828521524,0.003747508652109,,
365,Crocothemis erythraea,INSECTA,LIBELLULIDAE,ODONATA,true,false,true,LC,,Broad Scarlet,,63081602.256789453327656,,,0.000870277013823,0.000612123643182,0.000682957952240,,
366,Crocothemis sanguinolenta,INSECTA,LIBELLULIDAE,ODONATA,true,false,true,LC,,Little Scarlet,Not a Migrant,17180004.636349506676197,,,0.003195486241201,0.002247597774769,0.002507687443236,,
367,Crocuta crocuta,MAMMALIA,HYAENIDAE,CARNIVORA,false,false,true,LC,,Spotted Hyaena,Not a Migrant,14470665.726365810260177,,,0.003793776283506,0.002668414910644,0.002977201098828,,
368,Crotaphopeltis hotamboeia,REPTILIA,COLUBRIDAE,SQUAMATA,true,false,true,LC,,Red-lipped Snake,,13750612.990523610264063,,,0.003992437899100,0.002808146823548,0.003133102642842,,
369,Crotaphopeltis tornieri,REPTILIA,COLUBRIDAE,SQUAMATA,false,false,true,LC,,Tornier's Cat Snake,,31997.459506601451722,,,0.507785202278205,1.206775187361643,1.346421952418294,,
370,Cryptospiza reichenovii,AVES,ESTRILDIDAE,PASSERIFORMES,false,false,true,LC,,Red-faced Crimsonwing,Not a Migrant,435893.693444235774223,,,0.125944626556634,0.088585223351288,0.098836212932764,,
371,Cuculus canorus,AVES,CUCULIDAE,CUCULIFORMES,true,false,true,LC,,Common Cuckoo,Full Migrant,49980183.374682806432247,,,0.001098404702273,0.000772581002789,0.000861983270016,,
372,Cuculus clamosus,AVES,CUCULIDAE,CUCULIFORMES,true,false,true,LC,,Black Cuckoo,Full Migrant,13971106.306744230911136,,,0.003929428867972,0.002763828385769,0.003083655721702,,
373,Cuculus gularis,AVES,CUCULIDAE,CUCULIFORMES,true,false,true,LC,,African Cuckoo,Full Migrant,12449860.671160561963916,,,0.004409564885043,0.003101539945794,0.003460446910952,,
374,Cuculus poliocephalus,AVES,CUCULIDAE,CUCULIFORMES,false,false,true,LC,,Lesser Cuckoo,Full Migrant,8849614.242434663698077,,,0.006203487173032,0.004363324675331,0.004868244052348,,
375,Cuculus rochii,AVES,CUCULIDAE,CUCULIFORMES,false,false,true,LC,,Madagascar Cuckoo,Full Migrant,2686727.342062166891992,,,0.020433211654849,,,,
376,Cuculus solitarius,AVES,CUCULIDAE,CUCULIFORMES,true,false,true,LC,,Red-chested Cuckoo,Full Migrant,12080974.850607961416245,,,0.004544208486326,0.003196243736012,0.003566109724923,,
377,Culcasia falcifolia,LILIOPSIDA,ARACEAE,ALISMATALES,true,false,true,LC,,,,3495142.542983427178115,,,0.015707075681201,0.011047829871401,0.012326273212459,,
378,Culcasia orientalis,LILIOPSIDA,ARACEAE,ALISMATALES,true,false,true,DD,,,,856999.094805450877175,,,0.064058957322106,0.045056920625968,0.050270860450656,,
379,Curruca boehmi,AVES,SYLVIIDAE,PASSERIFORMES,false,false,true,LC,,Banded Warbler,Not a Migrant,757682.290193412336521,,,,0.047821957478194,0.054371771064115,,
380,Curruca communis,AVES,SYLVIIDAE,PASSERIFORMES,false,false,true,LC,,Common Whitethroat,Full Migrant,42173780.175033800303936,,,0.001301720363017,0.000915586414851,0.001021537119094,,
381,Cursorius temminckii,AVES,GLAREOLIDAE,CHARADRIIFORMES,true,false,true,LC,,Temminck's Courser,Nomadic,10869941.945454424247146,,,0.005050484051774,0.003552340977067,0.003963414167020,,15.000000000000000
382,Cyanomitra olivacea,AVES,NECTARINIIDAE,PASSERIFORMES,true,false,true,LC,,Olive Sunbird,Not a Migrant,5394904.961726807989180,,,0.010175984346099,0.007157445861440,0.007985698025626,,
383,Cyanomitra verticalis,AVES,NECTARINIIDAE,PASSERIFORMES,true,false,true,LC,,Green-headed Sunbird,Not a Migrant,5373073.937394525855780,,,0.007905779151086,0.007186526863596,0.008018144250997,,
384,Cyperus alopecuroides,LILIOPSIDA,CYPERACEAE,POALES,true,false,false,LC,,Foxtail Sedge,,6703992.262017570436001,,,0.008188921808616,0.005759812762605,0.006426332283435,,
385,Cyperus amabilis,LILIOPSIDA,CYPERACEAE,POALES,true,false,false,LC,,,,16226120.938319051638246,,,0.003383339040052,0.002379727128743,0.002655106668135,,
386,Cyperus articulatus,LILIOPSIDA,CYPERACEAE,POALES,true,false,false,LC,,Jointed Flatsedge,,9599585.018394209444523,,,0.005718837672049,0.004022438482204,0.004487910864767,,
387,Cyperus aterrimus,LILIOPSIDA,CYPERACEAE,POALES,true,false,true,LC,,,,4800270.958920415490866,,,0.011436535334991,0.008044075120264,0.008974927096822,,
388,Cyperus blepharoleptos,LILIOPSIDA,CYPERACEAE,POALES,true,false,false,LC,,,,2241127.936192901805043,,,0.019133435764795,0.017229601027048,0.019223392473742,,
389,Cyperus compressus,LILIOPSIDA,CYPERACEAE,POALES,true,false,false,LC,,Poorland flatsedge,,11740700.213532527908683,,,0.004675910928715,0.003288878813775,0.003669464437193,,
390,Cyperus difformis,LILIOPSIDA,CYPERACEAE,POALES,true,false,true,LC,,Smallflower Umbrella Sedge,,9447266.821214076131582,,,0.005811042430924,0.004087292221330,0.004560269410891,,
391,Cyperus digitatus,LILIOPSIDA,CYPERACEAE,POALES,true,false,true,LC,,Finger Flatsedge,,14529532.190210688859224,,,0.003778405782136,0.002657603815847,0.002965138955426,,
392,Cyperus glaucophyllus,LILIOPSIDA,CYPERACEAE,POALES,false,false,true,LC,,,,7266265.342220929451287,,,0.007555252368811,0.005314110945937,0.005929054317763,,
393,Cyperus grandibulbosus,LILIOPSIDA,CYPERACEAE,POALES,true,false,true,LC,,,,1766918.992289297049865,,,0.031070167154691,0.021853712795936,0.024382601629905,,
394,Cyperus hortensis,LILIOPSIDA,CYPERACEAE,POALES,true,false,true,LC,,,,9497068.958905527368188,,,0.005780569634355,0.004065858672635,0.004536355594313,,
395,Cyperus iria,LILIOPSIDA,CYPERACEAE,POALES,true,false,false,LC,,,,12716296.921104431152344,,,,0.003036555408445,0.003387942430772,,
396,Cyperus longus,LILIOPSIDA,CYPERACEAE,POALES,true,false,true,LC,,Sweet Cyperus,,19309581.288380976766348,,,0.002843068817461,0.001999719186786,0.002231124603786,,
397,Cyperus maculatus,LILIOPSIDA,CYPERACEAE,POALES,true,false,false,LC,,Maculated Sedge,,13995390.283071100711823,,,0.003922610754602,0.002759032753655,0.003078305144046,,
398,Cyperus michelianus,LILIOPSIDA,CYPERACEAE,POALES,true,false,true,LC,,Souchet de Michel,,18984437.199999097734690,,,0.002891761702540,0.002033968127914,0.002269336796632,,
399,Cyperus papyrus,LILIOPSIDA,CYPERACEAE,POALES,true,false,false,LC,,Papyrus Sedge,,9948181.524621238932014,,,0.005518442571977,0.003881487294498,0.004330648952744,,
400,Cyperus plateilema,LILIOPSIDA,CYPERACEAE,POALES,true,false,true,LC,,,,2083091.563239691546187,,,0.026354323260686,0.018536746474611,0.020681799428106,,
401,Cyperus procerus,LILIOPSIDA,CYPERACEAE,POALES,true,false,true,LC,,,,3501634.720205730758607,,,0.015677954105961,0.011027346733388,0.012303419786394,,
402,Cyperus pulchellus,LILIOPSIDA,CYPERACEAE,POALES,true,false,false,LC,,,,5108773.303746530786157,,,0.010745919847132,0.007558319364623,0.008432960192168,,
403,Cyperus pustulatus,LILIOPSIDA,CYPERACEAE,POALES,true,false,true,LC,,,,9688690.077617956325412,,,0.005666242598269,0.003985444872509,0.004446636393172,,
404,Cyperus rotundus,LILIOPSIDA,CYPERACEAE,POALES,true,false,true,LC,,Nutgrass,,17831665.657699167728424,,,0.003078706694768,0.002165458961177,0.002416043611871,,
405,Cyperus schimperianus,LILIOPSIDA,CYPERACEAE,POALES,true,false,true,LC,,Schimper Flatsedge,,7878675.539245705120265,,,0.006967981885504,0.004901044598020,0.005468188363222,,
406,Cyphomyrus discorhynchus,ACTINOPTERYGII,MORMYRIDAE,OSTEOGLOSSIFORMES,true,false,false,LC,,,,2211080.564586163498461,,,0.024828796047280,,,,
407,Cypsiurus parvus,AVES,APODIDAE,CAPRIMULGIFORMES,true,false,true,LC,,African Palm-swift,Not a Migrant,15961947.017347658053041,,,0.003439334084969,0.002419112164024,0.002699049298590,,10.000000000000000
408,Cyptochirus ambiguus,INSECTA,SCARABAEIDAE,COLEOPTERA,false,false,true,LC,,,,3255939.456857050303370,,,0.016861022499546,0.011859477334523,0.013231843672821,,
409,Dasymys incomtus,MAMMALIA,MURIDAE,RODENTIA,false,false,true,LC,,African Marsh Rat,,6435499.077212144620717,,,0.008530568924113,0.006000115877245,0.006694443023674,,
410,Dasypeltis medici,REPTILIA,COLUBRIDAE,SQUAMATA,false,false,true,LC,,East African Egg Eater,,250673.826039195089834,,,,0.099768504861087,0.052950803208078,,
411,Dasypeltis scabra,REPTILIA,COLUBRIDAE,SQUAMATA,false,false,true,LC,,Rhombic Egg Eater,,12190034.499379459768534,,,0.004503553164023,0.003167648146783,0.003534205083956,,
412,Delichon urbicum,AVES,HIRUNDINIDAE,PASSERIFORMES,true,false,true,LC,,Northern House Martin,Full Migrant,38133686.994179055094719,,,0.001439631799768,0.001012588690862,0.001129764397234,,
