sci_name,class_name,family_name,order_name,biome_freshwater,biome_marine,biome_terrestrial,category,legend,criteria,common_name,movementpattern,Range_Areakm2,FW_Width,FW_Length,Avian_EAAA,Districts,FW_EAAA,Terrestrial_EAAA,Sensitivity_Score_TL,Sensitivity_Score_WF,aoo_km2,eoo_km2
Colocasia esculenta,LILIOPSIDA,ARACEAE,ALISMATALES,TRUE,FALSE,FALSE,LC,Possibly Extant (resident),,Wild Taro,,18899414.1,,,0.011835455,0.064998714,0.003338003,0.001419045,,,,
Colocasia fallax,LILIOPSIDA,ARACEAE,ALISMATALES,TRUE,FALSE,TRUE,LC,Possibly Extant (resident),,,,3715611.179,,,0.060200907,0.330615219,0.016978712,0.007217958,,,,
Columba hodgsonii,AVES,COLUMBIDAE,COLUMBIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Speckled Woodpigeon,Full Migrant,2014859.098,,,0.00780956,0.093439229,,,10,10,,
Columba pulchricollis,AVES,COLUMBIDAE,COLUMBIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Ashy Woodpigeon,Not a Migrant,567555.1183,,,0.171531105,0.223242207,0.047865807,0.023194456,10,10,,
Columba punicea,AVES,COLUMBIDAE,COLUMBIFORMES,FALSE,FALSE,TRUE,VU,Extant (resident),C2a(i),Pale-capped Pigeon,Not a Migrant,362345.5881,,,0.617319954,1.814638794,0.174105313,0.074015327,30,30,,
Conta pectinata,ACTINOPTERYGII,SISORIDAE,SILURIFORMES,TRUE,FALSE,FALSE,DD,Probably Extant (resident),,,,107297.0281,249.4794748,629.5640331,2.084709761,10.6001785,0.58795936,0.249952191,,,,
Copera marginipes,INSECTA,PLATYCNEMIDIDAE,ODONATA,TRUE,FALSE,TRUE,LC,Extant (resident),,,,6114485.713,,,0.013485971,0.052423727,0.003113325,0.00176437,,,,
Copera marginipes,INSECTA,PLATYCNEMIDIDAE,ODONATA,TRUE,FALSE,TRUE,LC,Probably Extant (resident),,,,6114485.713,,,0.023096527,0.148482393,0.007204189,0.002621793,,,,
Copera vittata,INSECTA,PLATYCNEMIDIDAE,ODONATA,TRUE,FALSE,TRUE,LC,Probably Extant (resident),,,,5310171.052,,,0.042123532,0.231336729,0.011880275,0.00505052,,,,
Copsychus malabaricus,AVES,MUSCICAPIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,White-rumped Shama,Not a Migrant,4368446.15,,,0.051204285,0.281206992,0.014441357,0.006139283,,,,
Copsychus saularis,AVES,MUSCICAPIDAE,PASSERIFORMES,TRUE,FALSE,TRUE,LC,Extant (resident),,Oriental Magpie-robin,Not a Migrant,9054383.072,,,0.024704407,0.135673253,0.006967487,0.002962005,,,,
Coracias affinis,AVES,CORACIIDAE,CORACIIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Indochinese Roller,Not a Migrant,2446443.216,,,0.091431986,0.502132073,0.025786943,0.010962497,10,,,
Coracina javensis,AVES,CAMPEPHAGIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Large Cuckooshrike,Not a Migrant,3647987.826,,,0.061316861,0.336743888,0.017293449,0.007351759,,,,
Corbicula assamensis,BIVALVIA,CYRENIDAE,VENERIDA,TRUE,FALSE,FALSE,LC,Extant (resident),,,,837913.1691,,,0.098410883,0.382550535,0.022718801,0.012875097,,,,
Corbicula assamensis,BIVALVIA,CYRENIDAE,VENERIDA,TRUE,FALSE,FALSE,LC,Probably Extant (resident),,,,837913.1691,,,0.168541792,1.008907407,0.052570971,0.019131951,,,,
Corbicula bensoni,BIVALVIA,CYRENIDAE,VENERIDA,TRUE,FALSE,FALSE,LC,Probably Extant (resident),,,,381719.1754,,,,0.019038527,,,,,,
Corbicula striatella,BIVALVIA,CYRENIDAE,VENERIDA,TRUE,FALSE,FALSE,LC,Probably Extant (resident),,,,3913645.801,,,0.057154677,0.313885739,0.016119571,0.006852722,,,,
Corbicula sylhetica,BIVALVIA,CYRENIDAE,VENERIDA,TRUE,FALSE,FALSE,DD,Extant (resident),,,,15867.05393,144.6438623,160.9773929,,0.453317333,,,,,,
Corbicula sylhetica,BIVALVIA,CYRENIDAE,VENERIDA,TRUE,FALSE,FALSE,DD,Probably Extant (resident),,,,15867.05393,144.6438623,160.9773929,,0.004699066,,,,,,
Corvus macrorhynchos,AVES,CORVIDAE,PASSERIFORMES,TRUE,TRUE,TRUE,LC,Extant (resident),,Large-billed Crow,Not a Migrant,13358679.19,,,0.016744407,0.091958014,0.004722495,0.002007618,10,15,,
Corvus splendens,AVES,CORVIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,House Crow,Not a Migrant,4824423.385,,,0.046364745,0.254628897,0.013076442,0.005559033,10,15,,
Coturnix coromandelica,AVES,PHASIANIDAE,GALLIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Rain Quail,Not a Migrant,2913174.778,,,0.025556868,0.02643481,0.005851081,0.001909846,10,10,,
Cratilla lineata,INSECTA,LIBELLULIDAE,ODONATA,TRUE,FALSE,TRUE,LC,Probably Extant (resident),,,,6691381.509,,,0.033428547,0.183585049,0.009427992,0.00400801,,,1000-10000,2000000
Cratilla metallica,INSECTA,LIBELLULIDAE,ODONATA,TRUE,FALSE,FALSE,LC,Probably Extant (resident),,,,6200896.392,,,0.036072714,0.198106455,0.010173737,0.00432504,,,,
Crinum viviparum,LILIOPSIDA,AMARYLLIDACEAE,ASPARAGALES,TRUE,FALSE,FALSE,LC,Possibly Extant (resident),,River Crinum Lily,,3664268.526,,,0.061044424,0.335247702,0.017216613,0.007319094,,,,
Cristidorsa planidorsata,REPTILIA,AGAMIDAE,SQUAMATA,FALSE,FALSE,TRUE,LC,Extant (resident),,Smooth-Scaled Mountain Lizard,,78545.93175,,,,5.677996448,,,,,,
Crocidura attenuata,MAMMALIA,SORICIDAE,EULIPOTYPHLA,FALSE,FALSE,TRUE,LC,Extant (resident),,Grey Shrew,,5047450.844,,,0.044316065,0.243146932,0.012498644,0.0053134,,,,
Crocodylus palustris,REPTILIA,CROCODYLIDAE,CROCODYLIA,TRUE,FALSE,TRUE,VU,Extant (resident),A2cd,Mugger,,3902396.095,,,0.057319441,0.314790599,0.01616604,0.006872477,,,,
Crocothemis erythraea,INSECTA,LIBELLULIDAE,ODONATA,TRUE,FALSE,TRUE,LC,Extant (resident),,Broad Scarlet,,63206967.1,,,0.001536748,0.016799958,0.000301175,0.000170681,,,,
Cuculus canorus,AVES,CUCULIDAE,CUCULIFORMES,TRUE,FALSE,TRUE,LC,Extant (breeding),,Common Cuckoo,Full Migrant,50035601.17,,,0.00447048,0.024551271,0.001260828,0.000536001,,,,
Cuculus micropterus,AVES,CUCULIDAE,CUCULIFORMES,FALSE,FALSE,TRUE,LC,Extant (breeding),,Indian Cuckoo,Full Migrant,10551124.07,,,,0.001250166,,,,,,
Cuculus micropterus,AVES,CUCULIDAE,CUCULIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Indian Cuckoo,Full Migrant,10551124.07,,,0.021199937,0.115177013,0.005979106,0.002541827,,,,
Cuculus optatus,AVES,CUCULIDAE,CUCULIFORMES,FALSE,FALSE,TRUE,LC,Extant (passage),,Oriental Cuckoo,Full Migrant,32549520.12,,,0.006872088,0.037740575,0.001938164,0.000823948,,,,
Cuculus poliocephalus,AVES,CUCULIDAE,CUCULIFORMES,FALSE,FALSE,TRUE,LC,Extant (breeding),,Lesser Cuckoo,Full Migrant,8887589.582,,,0.002342476,0.065445312,,,,,,
Cuculus saturatus,AVES,CUCULIDAE,CUCULIFORMES,FALSE,FALSE,TRUE,LC,Extant (breeding),,Himalayan Cuckoo,Full Migrant,8010431.571,,,0.027923984,0.153291534,0.007875517,0.003348025,,,,
Cuculus saturatus,AVES,CUCULIDAE,CUCULIFORMES,FALSE,FALSE,TRUE,LC,Extant (passage),,Himalayan Cuckoo,Full Migrant,8010431.571,,,,6.32E-05,,,,,,
Culicicapa ceylonensis,AVES,STENOSTIRIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (non-breeding),,Grey-headed Canary-flycatcher,Not a Migrant,6936416.105,,,0.030405743,0.126849107,0.009094941,0.003866424,,,,
Culicicapa ceylonensis,AVES,STENOSTIRIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Grey-headed Canary-flycatcher,Not a Migrant,6936416.105,,,0.001841913,0.050250649,,,,,,
Cuon alpinus,MAMMALIA,CANIDAE,CARNIVORA,FALSE,FALSE,TRUE,EN,Extant (resident),C2a(i),Dhole,,3459554.802,,,0.064656632,0.355085458,0.018235379,0.00775219,,,,
Cuora amboinensis,REPTILIA,GEOEMYDIDAE,TESTUDINES,TRUE,FALSE,TRUE,EN,Extant (resident),A2d,Southeast Asian Box Turtle,,2626896.32,,,0.085151119,0.449520995,0.024015524,0.010209435,,,,
Cuora mouhotii,REPTILIA,GEOEMYDIDAE,TESTUDINES,TRUE,FALSE,TRUE,EN,Extant (resident),A2cd,Keeled Box Turtle,,627923.9402,,,0.356226523,1.931302376,0.100468047,0.04271079,,,,
Curanga amara,MAGNOLIOPSIDA,SCROPHULARIACEAE,LAMIALES,TRUE,FALSE,TRUE,LC,Possibly Extant (resident),,,,7962871.286,,,0.028090767,0.154270684,0.007922556,0.003368022,,,,
Cutia nipalensis,AVES,LEIOTRICHIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Himalayan Cutia,Not a Migrant,852747.9586,,,0.020809264,0.153653844,,,,,,
Cyanoderma chrysaeum,AVES,TIMALIIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Golden Babbler,Not a Migrant,1025672.843,,,0.051384184,0.554416138,0.011607204,0.001458461,,,,
Cyanoderma rufifrons,AVES,TIMALIIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Rufous-fronted Babbler,Not a Migrant,2399616.688,,,0.093216205,0.486107503,0.026290154,0.011176421,,,,
Cyanotis axillaris,LILIOPSIDA,COMMELINACEAE,COMMELINALES,TRUE,FALSE,TRUE,LC,Possibly Extant (resident),,,,13312523.59,,,0.016802461,0.09227684,0.004738868,0.002014579,,,,
Cyclemys gemeli,REPTILIA,GEOEMYDIDAE,TESTUDINES,TRUE,FALSE,TRUE,NT,Extant (resident),A4c,Assam Leaf Turtle,,246634.7308,851.729799,1698.225898,0.90694105,4.980797307,0.255788355,0.10874027,,,,
Cynometra iripa,MAGNOLIOPSIDA,FABACEAE,FABALES,TRUE,TRUE,TRUE,LC,Possibly Extant (resident),,,,15494746.11,,,0.014436065,0.079280912,0.004071463,0.001730853,,,,
Cynopterus brachyotis,MAMMALIA,PTEROPODIDAE,CHIROPTERA,FALSE,FALSE,TRUE,LC,Extant (resident),,Lesser Dog-faced Fruit Bat,,2715327.032,,,0.082377982,0.452408711,0.023233405,0.009876942,,10,,
Cynopterus sphinx,MAMMALIA,PTEROPODIDAE,CHIROPTERA,FALSE,FALSE,TRUE,LC,Extant (resident),,Greater Shortnosed Fruit Bat,,6489255.898,,,0.034469771,0.189303307,0.009721653,0.004132851,,10,,
Cyornis concretus,AVES,MUSCICAPIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,White-tailed Flycatcher,Not a Migrant,871555.4666,,,,0.07484879,,,,,,
Cyornis magnirostris,AVES,MUSCICAPIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,NT,Extant (passage),A3c+4c,Large Blue-flycatcher,Full Migrant,800571.3587,,,0.279404402,1.534451101,0.078801585,0.033499983,,,,
Cyornis poliogenys,AVES,MUSCICAPIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Pale-chinned Flycatcher,Not a Migrant,485500.3477,,,0.460727089,2.530250718,0.129940776,0.055240181,,,,
Cyornis rubeculoides,AVES,MUSCICAPIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (passage),,Blue-throated Blue-flycatcher,Full Migrant,2148266.052,,,,0.012370341,,,,,,
Cyornis rubeculoides,AVES,MUSCICAPIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Blue-throated Blue-flycatcher,Full Migrant,2148266.052,,,0.104122653,0.55703958,0.029366145,0.012484081,,,,
Cyornis unicolor,AVES,MUSCICAPIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (non-breeding),,Pale Blue-flycatcher,Not a Migrant,2157655.431,,,,0.144636606,,,,,,
Cyornis unicolor,AVES,MUSCICAPIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Pale Blue-flycatcher,Not a Migrant,2157655.431,,,0.103669547,0.424702495,0.029238353,0.012429754,,,,
Cyornis whitei,AVES,MUSCICAPIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (non-breeding),,Hill Blue-flycatcher,Altitudinal Migrant,1599528.055,,,,0.311340477,,,,,,
Cyperus tenuispica,LILIOPSIDA,CYPERACEAE,POALES,TRUE,FALSE,FALSE,LC,Extant (resident),,CÃ³i giÃ© má»‹n,,4083396.681,,,0.0547787,0.300837195,0.015449464,0.006567848,,,,
Cypsiurus balasiensis,AVES,APODIDAE,CAPRIMULGIFORMES,TRUE,FALSE,TRUE,LC,Extant (resident),,Asian Palm-swift,Not a Migrant,6904900.387,,,0.032394843,0.177908085,0.009136452,0.003884072,,10,,
Cyrtodactylus kazirangaensis,REPTILIA,GEKKONIDAE,SQUAMATA,FALSE,FALSE,TRUE,DD,Extant (resident),,,,0.218106665,,,,13.68909664,,,,,,
Delichon dasypus,AVES,HIRUNDINIDAE,PASSERIFORMES,TRUE,FALSE,TRUE,LC,Extant (non-breeding),,Asian House Martin,Full Migrant,11459672.04,,,0.019519159,0.107196576,0.00550507,0.002340305,,,,
Delichon nipalense,AVES,HIRUNDINIDAE,PASSERIFORMES,TRUE,FALSE,TRUE,LC,Extant (resident),,Nepal House Martin,Not a Migrant,545367.9184,,,,0.650749965,,,,,,
Dendrelaphis biloreatus,REPTILIA,COLUBRIDAE,SQUAMATA,FALSE,FALSE,TRUE,LC,Extant (resident),,Gore's BronzebackÂ ,,127690.3904,,,0.268232305,3.78792671,2.02E-06,,,,,
Dendrelaphis cyanochloris,REPTILIA,COLUBRIDAE,SQUAMATA,FALSE,FALSE,TRUE,LC,Extant (resident),,Wall's Bronzeback,,1236057.473,,,0.180965017,0.993835344,0.051038316,0.021697314,,,,
Dendrelaphis pictus,REPTILIA,COLUBRIDAE,SQUAMATA,FALSE,FALSE,TRUE,LC,Extant (resident),,Common Bronzeback,,5101960.177,,,0.043842593,0.240777576,0.012365109,0.005256632,,,,
Dendrocitta formosae,AVES,CORVIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Grey Treepie,Not a Migrant,3342092.215,,,0.066929081,0.367565442,0.018876287,0.008024652,10,10,,
Dendrocitta frontalis,AVES,CORVIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Collared Treepie,Not a Migrant,201208.0074,,,0.76826508,3.193576625,0.252493351,0.133290556,10,10,,
Dendrocitta vagabunda,AVES,CORVIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Rufous Treepie,Not a Migrant,4382071.133,,,,0.010417968,,,10,10,,
Dendrocopos atratus,AVES,PICIDAE,PICIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Stripe-breasted Woodpecker,Not a Migrant,311161.067,,,,0.071498831,,,,,,
Dendrocopos darjellensis,AVES,PICIDAE,PICIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Darjeeling Woodpecker,Altitudinal Migrant,303240.3186,,,,0.192153791,,,,,,
Dendrocopos hyperythrus,AVES,PICIDAE,PICIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Rufous-bellied Woodpecker,Full Migrant,1795675.758,,,0.124567679,0.684108809,0.03513234,0.014935395,,,,
Dendrocopos macei,AVES,PICIDAE,PICIFORMES,TRUE,FALSE,TRUE,LC,Extant (resident),,Fulvous-breasted Woodpecker,Not a Migrant,909288.4858,,,0.245998014,1.350987747,0.069379843,0.02949463,,,,
Dendrocygna bicolor,AVES,ANATIDAE,ANSERIFORMES,TRUE,FALSE,TRUE,LC,Extant (resident),,Fulvous Whistling-duck,Full Migrant,18782909.39,,,0.011908867,0.065401881,0.003358707,0.001427847,15,10,,
Dendrocygna javanica,AVES,ANATIDAE,ANSERIFORMES,TRUE,TRUE,TRUE,LC,Extant (resident),,Lesser Whistling-duck,Not a Migrant,7199831.507,,,0.031067833,0.170620327,0.00876219,0.003724966,15,10,,
Dendronanthus indicus,AVES,MOTACILLIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (non-breeding),,Forest Wagtail,Full Migrant,7575380.221,,,0.01976824,0.153686726,0.0056521,0.002518077,,15,,
Devario acuticephala,ACTINOPTERYGII,DANIONIDAE,CYPRINIFORMES,TRUE,FALSE,FALSE,VU,Extant (resident),"B1ab(ii,iii)",,,16007.98691,79.08565962,422.1917499,0.743563478,,,,,,,12000
Devario assamensis,ACTINOPTERYGII,DANIONIDAE,CYPRINIFORMES,TRUE,FALSE,FALSE,VU,Extant (resident),D2,,,11107.96162,86.10536575,390.2564695,,4.95537298,,,,,,10000-15000
Dicaeum agile,AVES,DICAEIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Thick-billed Flowerpecker,Not a Migrant,4453072.105,,,0.050082198,0.187941412,0.014166915,0.006022612,,,,
Dicaeum chrysorrheum,AVES,DICAEIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Yellow-vented Flowerpecker,Not a Migrant,3173387.929,,,0.070487179,0.325370664,0.019879792,0.00845126,,,,
Dicaeum cruentatum,AVES,DICAEIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Scarlet-backed Flowerpecker,Not a Migrant,4457744.05,,,0.050178557,0.27557383,0.014152067,0.0060163,,,,
Dicaeum ignipectus,AVES,DICAEIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Fire-breasted Flowerpecker,Not a Migrant,4042020.779,,,0.055339439,0.2611538,0.015607612,0.006635079,,,,
Dicaeum melanozanthum,AVES,DICAEIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Yellow-bellied Flowerpecker,Altitudinal Migrant,1525241.876,,,0.043558223,0.403847948,0.005789399,0.000561506,,,,
Dicaeum minullum,AVES,DICAEIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Plain Flowerpecker,Not a Migrant,4684298.765,,,0.047751686,0.262245784,0.013467606,0.005725324,,,,
Dicrurus aeneus,AVES,DICRURIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Bronzed Drongo,Not a Migrant,4663460.251,,,0.047965062,0.263417621,0.013527786,0.005750907,,10,,
Dicrurus annectens,AVES,DICRURIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (non-breeding),,Crow-billed Drongo,Full Migrant,2739619.691,,,,0.121989013,,,,10,,
Dicrurus annectens,AVES,DICRURIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Crow-billed Drongo,Full Migrant,2739619.691,,,0.081647523,0.326408116,0.02302739,0.009789361,,10,,
Dicrurus hottentottus,AVES,DICRURIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Hair-crested Drongo,,7445322.376,,,0.030043449,0.164994548,0.008473279,0.003602145,,10,,
Dicrurus leucophaeus,AVES,DICRURIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (non-breeding),,Ashy Drongo,Full Migrant,9318802.302,,,0.024003424,0.13182355,0.006769785,0.002877959,,10,,
Dicrurus macrocercus,AVES,DICRURIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Black Drongo,Full Migrant,9705809.81,,,0.023046316,0.126567244,0.006499848,0.002763203,,10,,
Dicrurus paradiseus,AVES,DICRURIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Greater Racquet-tailed Drongo,Not a Migrant,6031624.425,,,0.037085061,0.20366613,0.010459254,0.004446419,,10,,
Dicrurus remifer,AVES,DICRURIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Lesser Racquet-tailed Drongo,Not a Migrant,2450194.02,,,0.09129202,0.501247771,0.025747468,0.010945716,,10,,
Dinopium shorii,AVES,PICIDAE,PICIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Himalayan Flameback,Not a Migrant,384367.2544,,,0.574960191,1.910279628,0.164130246,0.069774745,,,,
Diplacodes trivialis,INSECTA,LIBELLULIDAE,ODONATA,TRUE,FALSE,TRUE,LC,Extant (resident),,,,8978082.43,,,0.003553532,3.57E-08,0.000788428,0.00019131,,,150000,200000
Dopasia gracilis,REPTILIA,ANGUIDAE,SQUAMATA,FALSE,FALSE,TRUE,LC,Extant (resident),,Burmese Glass Lizard,,1419709.754,,,0.157555558,0.865273765,0.044436049,0.018890571,,,,
Dopatrium junceum,MAGNOLIOPSIDA,PLANTAGINACEAE,LAMIALES,TRUE,FALSE,TRUE,LC,Extant (resident),,Rushlike Dopatrium,,10543730.03,,,0.020644096,0.072820005,0.005983299,0.002543609,,,,
Doryichthys martensii,ACTINOPTERYGII,SYNGNATHIDAE,SYNGNATHIFORMES,TRUE,FALSE,FALSE,DD,Presence Uncertain,,Longsnouted Pipefish,Unknown,977246.9916,,,,0.007436575,,,,,,
Draco blanfordii,REPTILIA,AGAMIDAE,SQUAMATA,FALSE,FALSE,TRUE,LC,Extant (resident),,Blanfordâ€™s Flying Lizard,,1112024.857,,,0.201149426,1.095787045,0.056731009,0.024117381,,,,
Draco maculatus,REPTILIA,AGAMIDAE,SQUAMATA,FALSE,FALSE,TRUE,LC,Extant (resident),,Spotted Flying Dragon,,2685546.914,,,0.083291474,0.457425486,0.023491041,0.009986468,,,,
Dremomys lokriah,MAMMALIA,SCIURIDAE,RODENTIA,FALSE,FALSE,TRUE,LC,Extant (resident),,,,363138.6263,,,,0.041366836,,,,,,1003420
Drosera burmanni,MAGNOLIOPSIDA,DROSERACEAE,CARYOPHYLLALES,TRUE,FALSE,TRUE,LC,Possibly Extant (resident),,,,22070193.03,,,0.01013508,0.055660483,0.002858439,0.001215174,,,,
Drosera peltata,MAGNOLIOPSIDA,DROSERACEAE,CARYOPHYLLALES,TRUE,FALSE,TRUE,LC,Possibly Extant (resident),,,,12163972.72,,,0.018388989,0.100989835,0.005186323,0.0022048,,,,
Ducula aenea,AVES,COLUMBIDAE,COLUMBIFORMES,FALSE,FALSE,TRUE,NT,Extant (resident),A3cd+4cd,Green Imperial-pigeon,Not a Migrant,4842137.615,,,0.046195127,0.253697375,0.013028604,0.005538696,20,20,,
Ducula badia,AVES,COLUMBIDAE,COLUMBIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Mountain Imperial-pigeon,Not a Migrant,2997609.697,,,0.030929625,0.26005072,0.003930234,3.49E-06,10,10,,
Duttaphrynus melanostictus,AMPHIBIA,BUFONIDAE,ANURA,TRUE,FALSE,TRUE,LC,Extant (resident),,,Not a Migrant,7448902.534,,,0.030029009,0.164915247,0.008469206,0.003600413,,,,
Eclipta angustata,MAGNOLIOPSIDA,ASTERACEAE,ASTERALES,TRUE,FALSE,TRUE,LC,Possibly Extant (resident),,,,3921651.135,,,,0.001853141,,,,,,
Egretta garzetta,AVES,ARDEIDAE,PELECANIFORMES,TRUE,FALSE,TRUE,LC,Extant (resident),,Little Egret,Full Migrant,38522811.28,,,0.005806512,0.031888576,0.001637635,0.000696188,10,10,,
Elachura formosa,AVES,ELACHURIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Spotted Elachura,Not a Migrant,665869.866,,,0.059972716,0.681338087,5.56E-05,,,,,
Elanus caeruleus,AVES,ELANIDAE,ACCIPITRIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Black-winged Kite,Not a Migrant,27079846.88,,,0.006639056,0.028822007,0.002092412,0.000990372,,10,,
Elaphe cantoris,REPTILIA,COLUBRIDAE,SQUAMATA,FALSE,FALSE,TRUE,LC,Extant (resident),,Eastern Trinket Snake,,268642.6527,,,0.832642023,4.543086095,0.234833491,0.099831977,,,,
Elaphe taeniura,REPTILIA,COLUBRIDAE,SQUAMATA,FALSE,FALSE,TRUE,VU,Extant (resident),A2d,Cave Racer,,6567557.369,,,0.034058806,0.187046345,0.009605747,0.004083577,,,,
Elattoneura campioni,INSECTA,PLATYCNEMIDIDAE,ODONATA,TRUE,FALSE,TRUE,DD,Extant (resident),,,,8857.783256,319.5705664,536.1487841,9.309301469,36.18784991,2.149113634,1.217936066,,,,
Elephas maximus,MAMMALIA,ELEPHANTIDAE,PROBOSCIDEA,FALSE,FALSE,TRUE,EN,Extant (resident),A2c,Asian Elephant,,787704.6769,,,0.248492757,1.556397442,0.071311365,0.032288898,,,,11317030
Elephas maximus,MAMMALIA,ELEPHANTIDAE,PROBOSCIDEA,FALSE,FALSE,TRUE,EN,Possibly Extant (resident),A2c,Asian Elephant,,787704.6769,,,,0.00210898,,,,,,11317030
Ellobium aurisjudae,GASTROPODA,ELLOBIIDAE,ELLOBIIDA,TRUE,FALSE,FALSE,LC,Probably Extant (seasonality uncertain),,Judas Ear Cassidula,,3132018.199,,,0.071418219,0.392219178,0.020142377,0.00856289,,,,
Emberiza aureola,AVES,EMBERIZIDAE,PASSERIFORMES,TRUE,FALSE,TRUE,CR,Extant (non-breeding),A2acd+3cd+4acd,Yellow-breasted Bunting,Full Migrant,17028814.79,,,0.013135568,0.070649929,0.003704679,0.001574926,,,,
Emberiza fucata,AVES,EMBERIZIDAE,PASSERIFORMES,TRUE,FALSE,TRUE,LC,Extant (non-breeding),,Chestnut-eared Bunting,Full Migrant,8443241.068,,,0.026492571,0.134357455,0.00747181,0.003176402,,,,
Emberiza lathami,AVES,EMBERIZIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (non-breeding),,Crested Bunting,Altitudinal Migrant,3904526.999,,,0.008894893,0.120480258,0.000134051,,,,,
Emberiza lathami,AVES,EMBERIZIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Crested Bunting,Altitudinal Migrant,3904526.999,,,,0.009661948,,,,,,
Emberiza pusilla,AVES,EMBERIZIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (non-breeding),,Little Bunting,Full Migrant,12996611.33,,,0.017210883,0.094519838,0.004854057,0.002063548,,,,
Emberiza spodocephala,AVES,EMBERIZIDAE,PASSERIFORMES,TRUE,FALSE,TRUE,LC,Extant (non-breeding),,Black-faced Bunting,Full Migrant,6998528.829,,,0.031961455,0.172143257,0.009014222,0.003832109,,,,
Enicurus immaculatus,AVES,MUSCICAPIDAE,PASSERIFORMES,TRUE,FALSE,TRUE,LC,Extant (resident),,Black-backed Forktail,Not a Migrant,925391.8064,,,0.241717249,1.327478366,0.068172521,0.028981375,,,,
Enicurus leschenaulti,AVES,MUSCICAPIDAE,PASSERIFORMES,TRUE,FALSE,TRUE,LC,Extant (resident),,White-crowned Forktail,Not a Migrant,6197041.12,,,0.036095155,0.1982297,0.010180067,0.004327731,,,,
Enicurus maculatus,AVES,MUSCICAPIDAE,PASSERIFORMES,TRUE,FALSE,TRUE,LC,Extant (resident),,Spotted Forktail,Not a Migrant,1647583.605,,,0.135764377,0.744724364,0.038290192,0.016277855,,,,
